"RegionName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08"
"Tulsa, OK",55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138000,137048,140000,140000,144900,146331,149000,147900,147900,149000,149900,145900,149900,146695,149000,149900,150000,154900,155000,158242.5,159900,161350,159900,159500,156995,162000,161050,161997.5,162100,165000,164900,163050,162239,164900,164702,164000,163050,168000,164739.5,164907.5,169500,171759,174900,175000,174900,172958,175000,174974.5,174900,173750,175000,179900,185000,189900,195000,194742,194000
"Fresno, CA",56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235000,229975,229900,236425,239000,239900,240000,245900,249000,249650,249500,240000,235000,235000,239900,247500,249900,250000,259000,262000,265000,262000,259000,251500,250000,250000,249500,249950,250000,250000,259900,259900,265000,264000,264000,260000,257000,259000,250000,255000,259950,270000,279500,279900,285789,284900
"Worcester, MA",57,199900,224900,224000,225000,224900,224850.5,219900,219900,224999,224900,220000,215000,214900,215000,209900,209000,209900,209900,2e+05,199900,199900,199900,189900,189000,189900,184700,189000,194900,199000,199000,194900,189900,189900,194822,219900,219000,215000,219000,224999.5,229900,239000,239900,238900,233900,232500,229900,229000,224900,219900,229900,229900,239000,239900,239900,239900,239900,239000,235000,230000,229900,229900,229900,234900,239900,245000,245000,240000,239900,239900,239900,235500,229900,229900,229900,240000,249000,250000,254900,249900,249900,249900,249694,249000,240000,239900,245000,255000,269900,274000,279000,274900,269900
"Stamford, CT",58,,,479900,484900,499000,498850,489000,479000,489500,489900,489000,459900,469900,459000,451500,466700,475000,479000,469000,449900,449000,449900,449900,449000,440000,450000,468500,479900,489900,489900,474650,449900,475000,475000,479000,470000,474999,499900,5e+05,519900,529250,529900,529000,499500,519900,519000,499500,499000,494000,512000,535000,549000,549000,540000,520995,499994.5,499000,499500,489900,479000,479900,5e+05,529900,527500,529900,532000,525000,517000,520000,519900,510000,499900,499999,529900,545000,550000,549949.5,565000,559900,542995,549000,547500,549000,519000,509250,550000,569900,579995,579947.5,579894,569900,539900
"Albuquerque, NM",59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183100,180000,185000,187930,190000,195850,199550,199000,196945,195000,195000,190000,189900,189000,189900,194000,196344,199900,199900,199500,199900,199850,198000,196995,193000,190775,192168,197500,199900,205000,207945,208000,205000,202000,2e+05,199900,199999,199900,199900,208500,210200,215995,220000,219990,219900,219500,219950,209000,205000,204900,205900,210000,215000,220000,220000,224997,220000
"Albany, NY",60,219900,224788.5,224900,223950,224900,219900,219000,215000,219911.5,219900,220000,219000,219000,219900,220000,219900,209838.5,208000,204250,199000,199000,199000,199900,199900,204900,209900,215000,220000,220000,219900,216900,214000,209000,209000,219000,218000,217900,219900,219900,223000,220000,223000,219900,219900,215000,214900,211250,210000,214650,214900,214900,219000,219900,219725,215000,210000,210000,208700,209000,199900,205000,214900,219000,224800,224800,222000,219900,214900,213750,209900,205900,208500,209900,2e+05,209000,209900,214900,215000,215000,209900,209900,209900,209900,207400,209900,215000,215000,224000,229400,234900,235000,234000
"Omaha, NE",61,135000,138000,138500,137000,139900,139900,139950,139900,140000,139950,139900,135000,134900,135000,135000,137600,139000,139000,138000,136900,135900,134900,130000,128500,127400,129900,135000,136500,137500,134950,134900,130000,129950,129999,135000,134000,134000,135000,139900,143500,148000,146500,145000,145000,144925,145000,140000,139900,139900,143500,147000,150000,159000,160000,159900,159900,159000,155000,152000,150000,154000,160000,167850,180000,189900,180000,175000,173500,169900,168472.5,169992.5,170000,169900,175500,185000,194925,195000,189900,190000,185000,186000,185000,184900,189000,189500,199999,209950,215000,224900,220000,219900,214500
"New Haven, CT",62,,,224900,224900,228900,229000,224900,229000,229900,229900,226999,219900,219900,219000,219900,225000,229900,229900,225000,219900,219900,219900,214900,209452,204900,210000,215000,219900,222500,219900,219000,217500,219000,213500,214900,209900,204900,214900,219900,229900,234900,237500,232000,229900,229900,227700,219900,215000,210000,215000,224300,234900,239000,239000,239000,229900,229000,229900,224900,219000,219000,217450,219900,229000,232000,236000,238900,230000,230207,229900,229000,224900,224900,225000,229900,239000,239900,239900,239900,235000,234900,234900,234900,229900,225000,229900,234900,244900,249900,249900,249900,249000
"Bakersfield, CA",63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197750,189900,189000,191000,199999,210000,214000,219000,219900,219900,215000,205000,199990,190000,199500,214900,219900,224900,229950,229900,229900,229000,229900,229900,228900,224950,224900,220000,225000,229950,229900,237000,234900,229999,229000,225000,224950,225000,219000,219969,229029,235000,239500,239900,245000,240000
"Knoxville, TN",64,162920,164500,164900,164900,165450,164500,163525,164900,169900,165000,164900,159900,159900,159900,159000,159000,159900,157900,159900,159775,154900,149900,149900,145500,145000,139900,144900,148500,146900,145900,144500,139900,139900,139900,149900,149000,145900,149900,150000,157000,159900,159900,159900,159900,159900,159900,158900,155900,154500,154900,159000,159900,164900,164900,164900,164900,164900,163700,160000,159900,159900,159900,159900,167950,179900,179900,179000,175000,175000,174900,171400,169900,169000,169000,169900,175000,179900,179900,179000,179725,175000,175000,175000,174999.5,174900,175000,179900,189900,189999,184900,184900,184900
"Greenville, SC",65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162000,162990,165000,168725,169900,169900,174999,175000,175000,177000,176550,175000,175500,175990,184400,185000,186900,189445,189900,189600,188900,187900,184900,188500,186445,184900,189900,189900,194900,197850,195900,218440,203561,217000,209000,209900,209900,2e+05,211950,215000,224173.5,223002.5,229000,225000,219800,219900,219900,229900,227900,220000,227900,238959,245000,244000,248500,249500,242000
"Ventura, CA",66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535000,536000,534999,559000,535000,549894,569000,574000,574950,564925,564950,559000,550000,529900,551950,550000,564900,589000,6e+05,599999,610000,605000,605000,599990,599000,599000,593138.5,599000,599900,615000,625000,629000,615000,617000,611000,614500,619900,604500,608337.5,619925,625090,639000,646570,629000,639000,643530
"Allentown, PA",67,179900,181900,189000,189000,184900,179900,179000,179900,177825,173500,172500,168900,164900,169900,167000,169900,172000,172900,169900,172000,169900,169500,166970,164000,164900,164900,164900,165000,163500,159900,159900,159000,154900,149900,172000,169900,169000,169900,174900,177900,179900,185000,179990,179900,179900,179900,175000,175000,174900,174900,179000,182000,186000,188950,188000,185900,182900,179900,179500,175000,175900,179900,185000,189900,199500,195000,190000,189000,189250,184700,184000,179900,178000,179900,185000,189900,194900,194900,197000,189900,189900,189900,189900,189000,184900,189900,198000,199900,205000,210000,209900,209900
"El Paso, TX",68,138900,139900,138950,140000,143000,144950,144950,143950,143500,142000,142000,142000,140950,139830,139900,139950,144950,149500,146900,149000,146900,144950,142950,142706,144900,143894,147450,150382.5,149950,149950,149900,147450,146625,145000,148500,148500,147000,147500,149000,149500,149950,150382.5,150989.5,150950,154900,152450,150900,152950,155000,155450,155000,158975,159000,155633,154075,154075,149994.5,149900,149700,149900,149950,149000,149900,149900,150000,149990,150925,151450,153950,152500,153950,152970,153364,153950,154900,156947.5,157950,156000,156000,155000,157000,158950,159000,157950,158000,158000,159000,159900,160000,161950,161550,161950
"Baton Rouge, LA",69,188900,187500,185000,189500,189900,189900,189000,187900,188000,183900,179000,176900,168900,162900,162000,162900,159900,160000,159900,159900,160000,164500,159900,159900,159900,160000,162900,160000,161600,161900,164300,158200,154600,155900,164900,164900,165900,164950,169900,170000,170000,172000,170000,170000,174900,172500,169900,169900,167500,170900,172200,178500,179900,179900,179900,189500,189900,189900,190000,188950,189900,192000,194000,195900,194950,197450,197000,197900,199900,198900,198900,199500,199900,207900,210000,214000,210200,209900,209900,209000,210000,206400,210000,212000,208958,209900,215000,217900,215876,212000,216323,214350
"Dayton, OH",70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109900,109900,105900,109900,114900,119000,118450,119900,119500,118000,116000,114900,109500,1e+05,107900,110000,114900,117850,119000,118900,116900,115000,114900,109900,109900,105000,109500,109900,117900,119900,124500,124900,124000,123000,122500,120000,119900,115000,115900,115000,124900,125900,129900,136800,137000,134900
"McAllen, TX",71,114900,117900,119000,124900,119000,119900,124250,125900,145000,142930.5,143000,134000,135900,135000,138750,137009.5,137500,135000,129900,129900,129500,128950,129000,119900,127500,120000,120000,123500,119000,116900,119000,120200,119000,129000,149000,144800,148000,149900,149900,154900,155000,159000,159000,155000,158000,155900,154900,155000,154700,156000,159900,164000,164900,165000,164950,159900,159900,159900,159948.5,159000,159900,165000,162000,169000,169900,172250,175000,177000,179000,174500,175000,174500,169992,175000,177999,179000,179525,179900,179900,175000,175000,175000,174970,175000,178000,175000,175000,178000,179000,179000,180000,180000
"Columbia, SC",72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149900,149900,154900,155000,158037.5,159900,159200,159900,159900,159900,159900,159500,159000,159900,163672,164500,162966,164500,164900,161900,159950,159900,162518,159900,159900,160000,159990,165000,165480,165000,165900,166500,166000,166500,168000,170000,170300,169900,171500,175000,175000,176150,175040,173192,172000,169900,174300,175900,174880,177970,181900,184900,184900,185900,187000,185000
"Akron, OH",73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120000,119900,117900,119900,122500,124900,129000,129900,129000,125000,124000,124900,118900,115000,114900,119999,120000,124900,125000,129900,129900,129000,125000,124900,124500,120000,119995,119900,124900,129900,131750,134600,134500,129900,129900,129900,129500,126250,126300,131450,137000,139900,145000,148250,147500,144000
"North Port-Sarasota-Bradenton, FL",74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239900,249500,249000,249900,254990,259675,254900,239000,260000,265000,269000,273711,269000,274900,275000,284250,275000,269900,278142.5,280000,282900,295000,289900,289900,299000,299000,290000,290000,299000,299000,299900,299000,299000,299000,299900,3e+05,309407.5,314160,324900,325000,324900,329000,329000,329900,325900,324900
"Little Rock, AR",75,147500,149900,146950,145000,147500,149900,149900,147000,149900,149000,148500,144945,139900,139900,139900,144900,146900,149900,145000,144900,143000,148000,149900,150000,158198,159380,159900,154900,154000,149900,149900,149900,147500,147500,154900,154000,151800,154900,155000,158950,157900,157493.5,154900,154000,154900,154900,151000,149900,149000,149900,150000,152000,152500,155000,158000,158900,155500,155000,155850,154900,155000,155000,157500,159000,166500,166000,164900,159900,155000,155686,155000,152700,153000,154900,158900,159900,161500,162000,160000,160000,159500,157828.5,155000,154900,152650,155000,159000,163250,162500,166250,168900,166900
"Stockton, CA",76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239900,250850,265000,279900,289875,289950,295000,288000,289950,289900,274900,260950,270000,284950,290000,295000,305000,319000,320000,319900,320000,319925,322000,322000,315000,315000,315000,329974.5,339000,341745,340000,339900,344443.5,339997.5,335000,333000,329900,339000,340000,345000,339999,339999,349900,349900
"Charleston, SC",77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264995,264990,254900,260032.5,255000,264900,267000,269000,262630.5,265000,270000,270000,260000,260000,259900,263745,269909,265000,270865,275000,273990,273900,275000,278000,279000,277800,280000,283500,285000,289270,289900,295000,294990,294900,299900,299900,292925,295000,295052.5,297000,305740,314900,317890,314900,312900,312500
"Syracuse, NY",78,140000,144900,149000,149500,151500,152000,149900,145000,143945,139900,139900,139900,139900,149000,146350,145000,147500,149400,149500,148500,144900,139900,144900,140000,139900,139900,144500,146200,139949.5,139900,139900,139900,137900,139900,144900,139900,139900,139900,145000,149900,149900,149900,149900,149900,149900,149900,147500,149900,149500,153800,154900,159900,159900,159900,152000,149900,149500,144900,142900,139900,139900,144900,144900,145000,144900,144500,142700,139900,139000,135000,134900,129900,129900,129900,132500,138900,139900,143900,139900,139900,137527.5,130000,129900,129900,129900,127400,131950,137500,139900,142000,139900,139900
"Colorado Springs, CO",79,214900,212500,210000,214900,214900,215000,215000,215000,219900,204900,195000,189500,184900,179900,175000,175000,179900,185000,189900,189950,182500,179900,174900,169900,169900,167000,169900,175000,179900,179900,182900,185000,185250,189900,215000,214900,218250,219900,224900,229500,229900,230890,229900,235000,235000,229300,231950,230000,234550,236100,239900,249900,259000,260000,259900,259000,255000,252997.5,249900,250000,259900,259000,260000,269900,274900,274900,269900,269000,269900,267925,269900,269900,274900,270000,280000,285000,289500,288900,282500,280000,279000,279900,280000,285000,289900,297600,299900,303947.5,315000,321137.5,324500,319990
"Winston-Salem, NC",80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140000,139900,142000,144900,146900,148900,149000,149000,149900,149900,149900,144900,144900,144900,149900,150000,155000,155000,156000,154900,150990,149994.5,149900,149900,147500,149900,150000,149900,150250,159900,159900,159900,159900,158600,155000,158690,159400,159695,151695,157990,162700,164900,163900,162000,159900,159900,159900,159900,159900,159900,164000,169900,174900,179500,179900,175000,174900
"Wichita, KS",81,135070,137000,138900,138816,138900,139000,134900,134900,132900,129900,127650,124000,120000,121713,124900,124500,125000,127000,125000,124900,123000,122500,120000,119900,117950,119900,119900,123500,124900,125000,125000,124900,121900,124500,129900,125200,127500,129900,131450,134000,134700,133900,130000,129975,129900,129900,129900,129900,130000,132500,134900,139900,142000,140000,139900,139900,138500,135000,135000,135000,135000,139900,142900,145000,149700,149500,147000,144900,144450,144700,139999,139900,139900,139900,144900,149900,149000,149900,149900,147500,148500,145700,147500,147950,149900,149900,149900,159900,164900,163000,159900,159900
"Springfield, MA",82,169900,179949.5,182950,185000,184900,188000,185000,184900,189900,189500,189900,179900,179900,180320,179900,179000,179900,183000,184900,182500,179900,178000,169900,168500,164900,162500,165000,174000,179000,182500,179900,179900,175000,175000,195000,189900,189900,189900,198900,199900,214900,215000,214900,210000,209899.5,205450,205000,2e+05,199900,205000,209900,214900,219900,219900,218700,215000,213450,209900,205000,199900,196500,198000,199900,214900,219900,219900,219000,215950,215000,212500,209000,199900,199900,199900,207500,215000,221700,219900,219900,215000,212500,219000,214900,207500,199900,2e+05,214900,219900,229000,229943.5,234900,234900
"Fort Myers, FL",83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209900,215900,214900,215000,212000,219000,214500,215000,213000,214900,215000,219000,225000,225000,235000,239000,246900,249000,244444,239950,240000,239900,239900,249900,255000,259900,265000,264900,259999,265000,264900,260000,259900,258900,259900,265500,270990,275000,274900,272000,269900,269900,269900,274000,269999,269000
